frame,active_tracks
2989,4
2990,3
2991,4
2992,4
2993,4
2994,4
2995,4
2996,3
2997,3
2998,4
2999,3
3000,3
3001,5
3002,4
3003,4
3004,4
3005,4
3006,4
3007,4
3008,4
3009,4
3010,5
3011,5
3012,5
3013,5
3014,5
3015,5
3016,4
3017,5
3018,6
3019,5
3020,6
3021,6
3022,6
3023,6
3024,6
3025,7
3026,7
3027,5
3028,6
3029,7
3030,7
3031,7
3032,6
3033,7
3034,6
3035,6
3036,4
3037,7
3038,7
3039,7
3040,5
3041,5
3042,6
3043,6
3044,5
3045,6
3046,7
3047,6
3048,6
3049,7
3050,0
3051,17
3052,17
3053,17
3054,15
3055,14
3056,14
3057,15
3058,15
3059,16
3060,16
3061,15
3062,15
3063,16
3064,16
3065,17
3066,17
3067,17
3068,17
3069,17
3070,17
3071,17
3072,17
3073,18
3074,18
3075,18
3076,17
3077,18
3078,15
3079,16
3080,15
3081,15
3082,15
3083,14
3084,15
3085,16
3086,14
3087,15
3088,15
3089,14
3090,14
3091,14
3092,14
3093,15
3094,16
3095,14
3096,14
3097,15
3098,14
3099,12
3100,12
3101,15
3102,14
3103,15
3104,14
3105,13
3106,14
3107,13
3108,13
3109,13
3110,14
3111,13
3112,14
3113,13
3114,12
3115,13
3116,13
3117,12
3118,12
3119,12
3120,12
3121,12
3122,13
3123,12
3124,12
3125,12
3126,12
3127,12
3128,13
3129,12
3130,13
3131,13
3132,12
3133,12
3134,13
3135,12
3136,13
3137,12
3138,12
3139,14
3140,14
3141,14
3142,14
3143,14
3144,14
3145,14
3146,14
3147,14
3148,14
3149,14
3150,14
3151,14
3152,14
3153,14
3154,14
3155,14
3156,14
3157,13
3158,13
3159,11
3160,13
3161,12
3162,12
3163,0
3164,6
3165,6
3166,5
3167,5
3168,8
3169,9
3170,8
3171,8
3172,8
3173,8
3174,9
3175,9
3176,8
3177,9
3178,8
3179,8
3180,8
3181,8
3182,9
3183,9
3184,9
3185,8
3186,9
3187,9
3188,9
3189,7
3190,8
3191,7
3192,8
3193,6
3194,7
3195,7
3196,7
3197,7
3198,8
3199,10
3200,8
3201,8
3202,8
3203,9
3204,9
3205,9
3206,9
3207,10
3208,10
3209,9
3210,9
3211,9
3212,9
3213,9
3214,9
3215,9
3216,9
3217,9
3218,10
3219,10
3220,10
3221,9
3222,9
3223,9
3224,9
3225,9
3226,9
3227,9
3228,6
3229,8
3230,8
3231,8
3232,7
3233,8
3234,6
3235,8
3236,9
3237,9
3238,9
3239,9
3240,9
3241,10
3242,10
3243,11
3244,10
3245,0
3246,5
3247,4
3248,4
3249,4
3250,5
3251,5
3252,4
3253,5
3254,5
3255,6
3256,5
3257,5
3258,6
3259,5
3260,5
3261,3
3262,3
3263,3
3264,4
3265,4
3266,5
3267,5
3268,5
3269,5
3270,5
3271,4
3272,4
3273,3
3274,4
3275,5
3276,6
3277,5
3278,5
3279,7
3280,5
3281,5
3282,5
3283,5
3284,5
3285,5
3286,5
3287,5
3288,6
3289,7
3290,6
3291,6
3292,6
3293,5
3294,9
3295,8
3296,7
3297,6
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,1
3320,1
3321,1
3322,1
3323,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,1
3383,1
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,1
3397,1
3398,1
3399,1
3400,3
3401,3
3402,3
3403,3
3404,3
3405,3
3406,3
3407,3
3408,2
3409,3
3410,2
3411,3
3412,3
3413,2
3414,3
3415,3
3416,2
3417,2
3418,2
3419,2
3420,2
3421,3
3422,3
3423,4
3424,4
3425,4
3426,4
3427,3
3428,4
3429,4
3430,4
3431,4
3432,4
3433,4
3434,4
3435,4
3436,4
3437,4
3438,4
3439,4
3440,4
3441,4
3442,4
3443,4
3444,4
3445,4
3446,4
3447,3
3448,3
3449,3
3450,3
3451,4
3452,4
3453,5
3454,4
3455,5
3456,5
3457,5
3458,3
3459,3
3460,3
3461,3
3462,4
3463,4
3464,4
3465,4
3466,4
3467,4
3468,3
3469,3
3470,4
3471,3
3472,4
3473,4
3474,4
3475,4
3476,4
3477,4
3478,4
3479,4
3480,4
3481,5
3482,5
3483,5
3484,5
3485,5
3486,5
3487,5
3488,4
3489,3
3490,3
3491,2
3492,4
3493,3
3494,2
3495,4
3496,2
3497,4
3498,4
3499,3
3500,2
3501,4
3502,4
3503,4
3504,4
3505,3
3506,3
3507,3
3508,2
3509,3
3510,3
3511,3
3512,3
3513,3
3514,2
3515,2
3516,2
3517,2
3518,2
3519,2
3520,2
3521,2
3522,3
3523,2
3524,2
3525,2
3526,2
3527,2
3528,2
3529,2
3530,2
3531,2
3532,2
3533,2
3534,1
3535,2
3536,1
3537,2
3538,2
3539,3
3540,3
3541,2
3542,2
3543,2
3544,2
3545,2
3546,2
3547,2
3548,2
3549,2
3550,1
3551,1
3552,1
3553,1
3554,1
3555,1
3556,1
3557,2
3558,2
3559,2
3560,2
3561,2
3562,2
3563,2
3564,2
3565,3
3566,3
3567,3
3568,2
3569,2
3570,2
3571,1
3572,1
3573,1
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0
3608,0
3609,0
3610,0
3611,0
3612,0
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,0
3707,0
3708,0
3709,0
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,0
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
